	L155_col_1	L155_vitro_1	L155_vitro_2	L155_vitro_3	L155_col_2	L155_col_3
cds3198	12	13	48	79	13	12
cds3199	91	69	135	123	93	116
cds32	21	43	45	55	10	31
cds320	65	333	296	416	35	128
cds3200	20	182	212	280	39	41
cds3201	7	114	96	166	8	53
cds3202	0	2	5	5	4	0
cds3203	60	196	194	383	18	71
cds3204	118	6	0	10	75	83
cds3205	7	11	10	17	3	15
cds3206	29	109	127	96	38	19
cds3207	18	88	73	143	18	23
cds3208	3	8	3	2	1	7
cds3209	206	11	10	15	124	193
cds321	5	188	149	327	3	14
cds3210	48	4	8	2	18	67
cds3211	6	0	3	6	6	0
cds3212	86	247	328	435	57	174
cds3213	40	83	141	146	29	37
cds3214	18	15	18	30	6	14
cds3215	0	6	3	6	0	0
cds3216	45	47	20	39	111	167
cds3217	1	4	5	1	5	2
cds3218	0	0	0	3	7	0
cds3219	75	7	3	10	50	56
cds322	43	102	68	127	14	63
cds3220	57	0	0	0	20	31
cds3221	197	31	46	16	66	159
cds3222	38	34	29	44	24	38
cds3223	45	259	204	264	49	79
cds3224	14	72	90	162	11	50
cds3225	114	9	13	6	107	105
cds3226	31	4	1	6	26	40
cds3227	15	9	32	36	7	9
cds3228	544	416	562	550	478	877
cds3229	19	15	58	82	6	33
cds323	25	72	59	102	10	43
cds3230	21	13	14	9	2	14
cds3231	0	0	0	4	4	0
cds3232	6	0	0	0	7	0
cds3233	9	11	17	23	0	0
cds3234	41	53	24	281	17	102
cds3235	13	12	17	17	1	0
cds3236	0	0	1	1	0	0
cds3237	0	0	0	2	0	0
cds3238	7	2	7	18	6	2
cds3239	9	0	0	0	0	4
cds324	4	46	73	84	0	24
cds3240	2	0	0	0	17	0
cds3241	1	0	0	0	5	0
cds3242	32	11	25	13	18	33
cds3243	0	18	7	17	4	1
cds3244	7	25	18	22	0	3
cds3245	7	0	0	0	10	22
cds3246	6	0	0	0	5	1
cds3247	8	33	40	33	0	15
cds3248	12	15	38	28	7	17
cds3249	0	15	55	31	12	1
cds325	19	99	125	109	18	31
cds3250	56	111	119	112	45	77
cds3251	11	27	22	20	13	31
cds3252	0	3	0	2	0	8
cds3253	3	23	15	46	9	20
cds3254	1	0	3	2	0	1
cds3255	3	1	8	2	0	1
cds3256	10	0	4	10	0	13
cds3257	3	0	0	0	3	0
cds3258	0	4	0	0	0	6
cds3259	0	0	0	0	0	0
cds326	45	48	53	62	20	36
cds3260	8	3	0	0	11	4
cds3261	31	0	14	4	1	5
cds3262	0	0	0	0	0	0
cds3263	1	6	4	10	3	0
cds3264	4	3	4	1	5	0
cds3265	0	2	0	0	0	0
cds3266	1	0	0	0	6	1
cds3267	12	1	0	0	23	0
cds3268	1	0	0	0	1	6
cds3269	0	1	0	0	0	0
cds327	4	36	48	77	19	18
cds3270	8	6	11	3	12	22
cds3271	6	15	33	20	3	4
cds3272	3	3	1	2	11	0
cds3273	22	22	34	43	13	43
cds3274	21	6	15	30	12	35
cds3275	1	0	0	4	2	1
cds3276	22	19	46	60	10	39
cds3277	2	3	0	0	6	0
cds3278	177	57	52	84	195	245
cds3279	19	30	51	30	40	96
cds328	41	103	135	148	52	78
cds3280	82	53	31	35	108	173
cds3281	15	57	82	99	8	50
cds3282	0	9	6	0	0	0
cds3283	0	4	0	8	0	0
cds3284	5	41	41	91	16	23
cds3285	0	0	10	1	14	2
cds3286	0	0	0	5	0	0
cds3287	6	4	0	2	0	0
cds3288	104	1140	1217	1522	56	102
cds3289	170	409	709	528	131	449
cds329	8	8	23	17	10	18
cds3290	9	3	13	22	1	14
cds3291	9	40	45	53	26	43
cds3292	0	1	0	2	7	8
cds3293	43	53	48	26	35	73
cds3294	0	0	1	2	2	14
cds3295	0	0	3	8	3	6
cds3296	10	12	15	8	18	7
cds3297	0	0	0	3	0	0
cds3298	8	19	14	8	25	13
cds3299	4	21	22	15	3	9
cds33	13	39	18	22	0	7
cds330	18	89	161	180	6	43
cds3300	1	13	16	12	6	5
cds3301	10	11	28	24	0	7
cds3302	45	718	738	894	43	89
cds3303	7	178	242	210	21	53
cds3304	23	496	652	826	46	107
cds3305	5	15	8	2	8	8
cds3306	6	27	26	18	9	25
cds3307	0	7	8	14	24	9
cds3308	11	73	50	82	14	18
cds3309	3	4	1	2	3	0
cds331	16	47	40	45	0	9
cds3310	6	2	4	2	5	6
cds3311	1	13	22	13	16	1
cds3312	9	12	9	37	25	7
cds3313	5	39	65	66	0	0
cds3314	26	82	92	111	13	27
cds3315	26	11	13	5	16	33
cds3316	85	1257	1451	2216	73	128
cds3317	207	2068	2296	2908	141	205
cds3318	5	70	59	108	1	6
cds3319	143	375	540	624	75	103
cds332	13	59	84	106	19	53
cds3320	50	129	213	200	39	40
cds3321	1	0	0	7	1	3
cds3322	0	0	2	0	4	2
cds3323	7	24	15	31	1	11
cds3324	20	58	86	87	10	15
cds3325	4	19	25	11	2	12
cds3326	18	19	24	19	14	10
cds3327	0	17	27	26	0	8
cds3328	0	12	6	7	15	0
cds3329	6	15	8	21	0	1
cds333	11	58	54	86	11	32
cds3330	11	31	41	46	12	1
cds3331	12	45	71	57	6	6
cds3332	27	40	111	68	25	43
cds3333	8	7	17	12	7	9
cds3334	3	11	9	15	4	9
cds3335	1	0	1	4	0	0
cds3336	8	6	5	3	0	8
cds3337	3	0	1	0	3	6
cds3338	22	239	364	517	26	17
cds3339	21	1003	1296	1700	9	7
cds334	23	19	15	17	9	5
cds3340	6	74	133	250	5	10
cds3341	17	5	21	7	2	22
cds3342	19	37	59	54	11	11
cds3343	2	5	15	32	1	5
cds3344	24	39	101	46	14	20
cds3345	3	3	9	11	3	0
cds3346	4	20	22	23	6	5
cds3347	2	31	18	50	10	8
cds3348	0	10	10	12	0	7
cds3349	20	12	7	19	4	1
cds335	9	68	29	59	16	14
cds3350	28	98	112	370	7	38
cds3351	2	0	8	5	0	7
cds3352	2	1	0	1	0	18
cds3353	31	30	47	55	12	31
cds3354	2	3	0	0	0	2
cds3355	3	1	5	5	13	7
cds3356	0	0	0	0	0	0
cds3357	24	21	40	26	9	26
cds3358	14	6	8	21	6	13
cds3359	16	27	32	39	5	13
cds336	22	34	51	68	31	20
cds3360	5	11	24	11	3	15
cds3361	6	0	0	3	16	1
cds3362	4	11	1	22	1	3
cds3363	4	6	2	4	9	3
cds3364	6	4	3	2	6	9
cds3365	0	5	16	11	0	9
cds3366	14	11	7	7	2	23
cds3367	4	28	31	10	0	7
cds3368	9	30	15	67	4	21
cds3369	9	10	5	17	6	0
cds337	26	102	143	111	50	49
cds3370	9	16	7	25	4	0
cds3371	41	47	35	40	17	38
cds3372	9	10	19	22	4	30
cds3373	6	1	2	4	4	10
cds3374	4	11	13	7	10	14
cds3375	2	10	30	9	5	7
cds3376	11	6	11	13	12	6
cds3377	13	17	21	16	11	7
cds3378	134	130	141	133	62	131
cds3379	10	6	18	21	4	11
cds338	68	180	191	275	37	61
cds3380	45	325	234	304	47	53
cds3381	9	44	90	152	3	14
cds3382	102	320	299	389	50	101
cds3383	13	52	82	75	12	8
cds3384	15	113	85	168	6	35
cds3385	0	11	11	39	1	0
cds3386	1	11	29	21	8	6
cds3387	5	5	3	2	10	6
cds3388	85	68	99	77	72	90
cds3389	28	92	44	62	16	19
cds339	0	3	2	1	15	11
cds3390	206	75	95	150	66	175
cds3391	17	20	34	14	11	30
cds3392	4	19	3	11	1	7
cds3393	55	113	130	108	34	103
cds3394	15	43	18	29	20	11
cds3395	15	16	13	26	8	5
cds3396	12	2	18	31	18	19
cds3397	9	2	8	14	16	17
cds3398	7	0	9	4	10	2
cds3399	6	10	6	2	9	6
cds34	6	4	8	10	12	6
cds340	22	10	12	8	30	74
cds3400	4	17	4	18	20	12
cds3401	7	7	21	18	11	11
cds3402	242	69	160	94	95	187
cds3403	22	1	9	10	14	21
cds3404	34	35	41	40	13	14
cds3405	46	63	67	90	46	159
cds3406	43	17	26	31	45	59
cds3407	6	37	30	35	12	24
cds3408	55	41	64	85	60	66
cds3409	12	7	11	13	1	0
cds341	3	0	0	1	15	8
cds3410	32	49	113	103	38	14
cds3411	2	13	16	8	8	11
cds3412	95	20	31	40	23	170
cds3413	10	1	23	11	5	33
cds3414	21	28	29	54	5	17
cds3415	20	30	11	17	0	12
cds3416	18	10	27	22	12	34
cds3417	9	19	29	32	9	6
cds3418	9	38	45	65	2	31
cds3419	53	61	92	84	60	114
cds342	8	27	25	41	6	15
cds3420	86	101	102	150	48	129
cds3421	5	34	22	52	0	2
cds3422	2	22	24	16	0	3
cds3423	10	25	12	31	3	11
cds3424	0	23	17	31	0	17
cds3425	25	17	71	59	17	38
cds3426	18	12	23	43	1	11
cds3427	3	0	1	17	1	12
cds3428	10	1	4	9	4	3
cds3429	190	153	173	192	76	330
cds343	33	90	74	78	42	64
cds3430	25	13	50	51	3	30
cds3431	0	0	8	8	0	0
cds3432	17	15	8	12	7	11
cds3433	8	6	6	16	3	8
cds3434	3	0	0	4	0	0
cds3435	8	0	0	4	7	0
cds3436	0	3	1	1	1	0
cds3437	5	0	4	1	0	1
cds3438	0	0	0	1	4	0
cds3439	0	0	0	6	4	0
cds344	1	4	11	15	0	6
cds3440	3	0	2	5	8	0
cds3441	76	87	94	129	96	102
cds3442	13	0	1	3	3	12
cds3443	8	0	0	2	18	14
cds3444	20	3	11	5	9	2
cds3445	0	0	0	4	0	0
cds3446	1	0	0	5	5	1
cds3447	0	0	0	0	0	7
cds3448	0	0	1	2	7	0
cds3449	6	0	2	0	2	0
cds345	23	100	97	93	14	22
cds3450	4	3	1	3	4	2
cds3451	7	12	2	6	0	18
cds3452	1	2	8	0	12	10
cds3453	4	0	1	6	2	3
cds3454	38	44	49	84	57	29
cds3455	10	0	6	8	2	14
cds3456	6	12	0	10	2	10
cds3457	4	0	4	7	0	0
cds3458	5	4	0	1	5	6
cds3459	4	0	0	4	5	3
cds346	124	2	6	24	98	144
cds3460	28	14	40	24	30	30
cds3461	6	0	1	1	3	0
cds3462	5	0	12	4	3	10
cds3463	2	0	19	6	0	12
cds3464	18	17	14	30	5	17
cds3465	0	7	5	23	3	2
cds3466	4	0	0	0	0	0
cds3467	8	4	5	10	2	9
cds3468	5	2	9	0	0	4
cds3469	1	2	0	0	0	10
cds347	0	0	2	0	1	0
cds3470	6	0	9	6	7	11
cds3471	1	0	0	1	0	0
cds3472	13	0	0	3	0	0
cds3473	8	32	56	76	12	30
cds3474	19	16	14	3	30	50
cds3475	4	0	13	1	8	5
cds3476	5	0	0	0	0	0
cds3477	6	22	23	22	4	8
cds3478	3	0	6	12	18	10
cds3479	19	2	9	6	3	0
cds348	4	16	44	38	4	15
cds3480	24	2	0	18	23	10
cds3481	7	0	0	0	0	0
cds3482	10	7	18	1	53	23
cds3483	46	13	13	7	34	33
cds3484	13	7	21	12	9	11
cds3485	32	85	90	204	24	15
cds3486	10	97	83	114	1	13
cds3487	155	93	91	152	89	236
cds3488	17	0	2	1	6	40
cds3489	49	180	214	193	47	65
cds349	1	19	0	9	2	12
cds3490	31	69	76	117	40	44
cds3491	47	37	48	43	11	45
cds3492	23	34	46	70	15	4
cds3493	0	7	26	42	4	1
cds3494	6	12	5	14	5	10
cds3495	14	15	14	34	11	23
cds3496	11	11	33	39	0	0
cds3497	20	24	28	13	16	16
cds3498	1	0	0	3	0	3
cds3499	6	5	2	7	12	2
cds35	0	0	13	7	6	0
cds350	11	32	11	44	15	26
cds3500	25	17	24	20	27	37
cds3501	21	30	35	60	14	3
cds3502	24	32	41	45	21	32
cds3503	1	10	4	3	8	6
cds3504	5	0	0	6	5	4
cds3505	10	27	18	57	14	15
cds3506	6	17	17	14	8	3
cds3507	9	127	68	82	5	11
cds3508	5	97	68	72	17	27
cds3509	22	79	67	122	14	15
cds351	11	9	14	19	4	17
cds3510	8	10	19	24	7	1
cds3511	71	179	203	165	29	74
cds3512	28	9	6	10	18	21
cds3513	19	38	35	51	10	15
cds3514	12	15	2	5	7	21
cds3515	8	22	6	7	0	0
cds3516	6	29	40	43	3	13
cds3517	0	6	2	18	7	2
cds3518	32	134	137	232	71	34
cds3519	9	74	75	92	3	7
cds352	1	5	0	2	5	4
cds3520	232	376	368	602	93	207
cds3521	20	74	71	97	20	34
cds3522	29	6	10	19	9	63
cds3523	116	10	30	45	53	188
cds3524	46	18	16	32	81	67
cds3525	141	460	522	509	58	189
cds3526	51	403	374	415	56	63
cds3527	40	224	234	348	55	108
cds3528	19	89	126	159	24	55
cds3529	0	18	40	38	2	10
cds353	8	102	152	199	0	0
cds3530	13	38	62	36	1	15
cds3531	45	176	309	228	23	44
cds3532	4	19	6	32	0	0
cds3533	19	30	96	54	25	16
cds3534	0	0	6	18	24	20
cds3535	5	7	4	9	12	13
cds3536	19	4	14	15	23	40
cds3537	8	0	3	0	6	4
cds3538	4	7	5	0	21	12
cds3539	27	0	2	6	20	20
cds354	11	84	79	221	0	28
cds3540	49	7	3	17	12	32
cds3541	63	65	98	111	34	77
cds3542	2	40	41	46	12	5
cds3543	3	60	60	97	9	9
cds3544	0	11	14	0	2	9
cds3545	17	10	26	30	4	3
cds3546	32	83	99	162	26	23
cds3547	0	0	0	1	0	0
cds3548	0	2	0	0	0	0
cds3549	9	52	24	54	1	5
cds355	51	1597	1750	2581	33	53
cds3550	25	0	3	3	24	18
cds3551	12	0	9	15	17	11
cds3552	9	0	5	6	0	6
cds3553	0	0	4	0	2	0
cds3554	27	1549	1697	2432	31	45
cds3555	48	2958	3664	3746	10	85
cds3556	15	486	563	569	0	13
cds3557	9	561	686	755	4	24
cds3558	18	849	894	1087	16	75
cds3559	9	25	40	46	1	18
cds356	6	164	241	338	0	17
cds3560	12	24	17	33	9	12
cds3561	7	25	25	19	0	14
cds3562	8	32	26	52	2	25
cds3563	167	10	20	41	99	174
cds3564	29	64	73	62	13	42
cds3565	7	12	11	16	1	4
cds3566	11	20	37	19	23	18
cds3567	4	20	1	22	22	10
cds3568	54	3	3	11	28	47
cds3569	15	1	8	6	0	10
cds357	5	101	119	203	1	0
cds3570	4	9	33	50	12	15
cds3571	15	16	27	19	7	3
cds3572	0	24	28	6	2	0
cds3573	4	8	15	11	3	3
cds3574	18	35	50	54	4	25
cds3575	17	10	13	11	13	34
cds3576	1	2	11	10	4	11
cds3577	8	4	2	8	3	0
cds3578	30	7	28	23	9	13
cds3579	1	9	28	47	6	10
cds358	13	200	179	419	14	20
cds3580	7	6	5	12	2	0
cds3581	7	21	14	46	5	23
cds3582	24	48	63	69	23	11
cds3583	68	1328	1473	1665	69	79
cds3584	168	186	234	147	137	166
cds3585	43	205	141	193	42	84
cds3586	159	200	252	356	99	156
cds3587	80	158	207	114	21	105
cds3588	8	13	10	39	22	15
cds3589	7	27	23	19	4	2
cds359	12	23	18	26	35	16
cds3590	5	30	32	3	8	7
cds3591	1	3	4	11	3	0
cds3592	1	8	5	7	0	0
cds3593	9	1	12	11	0	5
cds3594	0	13	4	7	1	10
cds3595	13	21	25	26	15	10
cds3596	50	251	225	407	24	102
cds3597	22	2	18	18	9	13
cds3598	6	22	14	10	14	9
cds3599	6	12	22	18	15	5
cds36	2	11	4	13	0	2
cds360	56	411	376	382	40	86
cds3600	11	0	7	4	0	9
cds3601	3	0	7	19	0	5
cds3602	0	1	17	8	0	0
cds3603	0	1	7	1	4	5
cds3604	120	139	204	251	36	152
cds3605	9	24	27	13	5	3
cds3606	1	0	0	4	0	2
cds3607	0	5	16	18	7	0
cds3608	1	3	0	3	0	0
cds3609	15	0	11	10	0	10
cds361	636	233	294	260	130	644
cds3610	0	0	1	3	7	8
cds3611	0	0	0	0	0	3
cds3612	3	0	0	9	0	6
cds3613	0	0	0	0	0	0
cds3614	0	3	2	15	0	12
cds3615	3	7	8	6	0	7
cds3616	0	9	6	6	2	0
cds3617	2	1	0	0	1	0
cds3618	7	2	5	1	0	0
cds3619	0	2	7	1	0	0
cds362	35	264	273	333	44	80
cds3620	1	4	0	2	0	0
cds3621	0	0	0	1	0	0
cds3622	0	0	0	0	0	0
cds3623	0	0	0	3	0	0
cds3624	212	286	323	325	159	371
cds3625	0	1	13	5	4	9
cds3626	2	10	3	5	0	11
cds3627	16	5	16	40	14	13
cds3628	5	4	6	3	0	0
cds3629	0	3	9	5	0	7
cds363	70	218	315	223	57	70
cds3630	7	0	12	5	1	6
cds3631	1	15	18	14	1	2
cds3632	0	0	0	1	0	0
cds3633	36	108	166	309	27	66
cds3634	42	95	91	111	30	102
cds3635	8	68	29	41	22	37
cds3636	9	26	19	37	15	35
cds3637	49	11	9	28	31	51
cds3638	11	139	146	244	16	26
cds3639	32	40	41	107	38	48
cds364	10	67	84	110	4	15
cds3640	14	105	124	242	17	28
cds3641	77	603	756	712	79	95
cds3642	63	479	589	735	46	121
cds3643	75	522	607	696	52	71
cds3644	6	48	62	59	12	19
cds3645	97	789	796	949	85	124
cds3646	61	108	172	147	66	114
cds3647	203	1659	1825	2060	115	231
cds3648	19	37	43	87	19	28
cds3649	76	607	849	820	38	74
cds365	5	24	54	35	8	18
cds3650	114	33	31	31	76	115
cds3651	3	27	43	32	0	0
cds3652	10	11	12	2	6	5
cds3653	52	149	133	100	16	144
cds3654	24	34	66	41	0	18
cds3655	115	629	724	1168	75	111
cds3656	0	3	15	17	0	0
cds3657	12	21	29	46	18	15
cds3658	1	1	11	4	0	0
cds3659	32	5	2	18	17	66
cds366	44	63	112	118	43	56
cds3660	302	672	673	926	213	444
cds3661	56	195	264	237	38	89
cds3662	8	49	56	63	12	6
cds3663	1	15	16	38	1	12
cds3664	3	62	84	71	2	10
cds3665	30	156	161	134	65	44
cds3666	117	758	717	1142	146	189
cds3667	309	1731	1959	2290	264	625
cds3668	86	247	258	318	52	101
cds3669	6	43	68	97	20	26
cds367	25	41	39	48	15	24
cds3670	28	79	112	93	19	37
cds3671	8	54	30	124	18	19
cds3672	35	25	34	22	48	50
cds3673	51	54	62	94	21	63
cds3674	10	131	249	143	4	13
cds3675	9	37	76	87	14	1
cds3676	7	53	138	65	0	18
cds3677	0	25	10	12	1	1
cds3678	139	690	737	893	83	160
cds3679	69	131	167	214	31	112
cds368	19	17	28	47	5	17
cds3680	282	126	173	159	217	384
cds3681	152	170	215	134	132	165
cds3682	239	333	391	436	95	283
cds3683	8	35	40	43	26	26
cds3684	23	22	33	12	10	12
cds3685	37	53	88	114	18	101
cds3686	37	170	240	256	40	33
cds3687	23	95	156	238	31	67
cds3688	36	558	543	681	36	68
cds3689	57	299	350	552	36	79
cds369	12	23	26	22	0	4
cds3690	144	507	600	860	108	268
cds3691	54	108	157	233	14	22
cds3692	2	28	20	28	2	4
cds3693	2	36	15	61	12	14
cds3694	49	124	125	210	70	52
cds3695	707	1400	1544	2058	626	947
cds3696	41	424	435	767	45	56
cds3697	50	243	358	423	16	103
cds3698	48	70	73	118	54	117
cds3699	54	158	166	189	20	57
cds37	7	19	9	13	4	3
cds370	5	1	0	0	5	2
cds3700	42	122	199	172	21	80
cds3701	52	86	38	105	87	129
cds3702	2	27	10	26	14	11
cds3703	11	66	77	117	9	21
cds3704	155	1039	1098	1282	80	198
cds3705	29	96	78	154	22	10
cds3706	46	219	234	280	11	72
cds3707	4	41	16	41	4	9
cds3708	155	600	548	720	121	215
cds3709	207	1013	927	1083	220	270
cds371	44	75	93	137	28	40
cds3710	3	31	39	52	4	8
cds3711	18	62	63	87	11	35
cds3712	8	183	128	214	7	6
cds3713	58	821	1001	1334	80	85
cds3714	23	114	125	212	40	43
cds3715	8	60	41	110	1	6
cds3716	241	1437	1499	2064	235	494
cds3717	31	373	338	360	6	45
cds3718	100	562	504	719	59	99
cds3719	10	56	58	79	8	4
cds372	0	3	10	5	3	16
cds3720	27	504	611	388	28	46
cds3721	12	36	13	49	3	10
cds3722	41	75	82	84	24	63
cds3723	296	2245	2619	3899	351	460
cds3724	2	34	83	66	7	7
cds3725	0	3	0	7	1	0
cds3726	25	5	6	6	68	112
cds3727	25	264	177	168	13	47
cds3728	34	199	150	192	17	27
cds3729	40	388	229	279	21	40
cds373	12	31	40	105	2	37
cds3730	407	2921	1906	3191	164	338
cds3731	60	165	150	175	38	61
cds3732	235	671	600	702	161	338
cds3733	403	140	81	133	213	390
cds3734	83	28	38	37	76	150
cds3735	216	65	102	81	78	244
cds3736	74	26	48	25	43	108
cds3737	13	6	28	8	0	8
cds3738	973	144	142	173	394	946
cds3739	24	12	9	17	14	24
cds374	29	60	78	96	12	38
cds3740	0	6	13	22	7	8
cds3741	8	57	38	98	0	53
cds3742	73	218	219	320	23	41
cds3743	182	609	705	1166	87	203
cds3744	541	114	96	82	238	591
cds3745	46	423	511	575	49	63
cds3746	436	5	7	12	892	681
cds3747	206	28	40	34	132	217
cds3748	39	49	66	74	12	24
cds3749	9	15	20	37	7	3
cds375	54	164	141	183	16	46
cds3750	2	11	6	22	0	8
cds3751	26	18	19	19	22	25
cds3752	4	1	0	12	0	10
cds3753	9	10	3	9	6	25
cds3754	21	6	1	5	12	55
cds3755	6	136	183	181	6	33
cds3756	31	139	142	235	5	36
cds3757	55	7	7	6	22	46
cds3758	188	10	23	23	126	193
cds3759	24	35	18	50	22	42
cds376	15	44	46	64	7	24
cds3760	39	34	39	67	31	48
cds3761	6	12	10	11	0	5
cds3762	0	19	16	27	0	14
cds3763	543	1540	1851	2231	491	791
cds3764	1792	87	187	114	1910	2483
cds3765	331	26	38	29	392	495
cds3766	93	0	6	19	92	66
cds3767	137	9	31	28	130	144
cds3768	81	81	160	148	119	130
cds3769	13	15	21	48	5	30
cds377	7	18	19	33	7	21
cds3770	11	2	3	9	13	12
cds3771	10	3	18	10	16	14
cds3772	68	141	143	132	100	109
cds3773	252	263	290	421	295	308
cds3774	737	776	740	1032	724	788
cds3775	62	15	5	11	66	51
cds3776	98	5	11	7	39	93
cds3777	17	24	55	47	7	25
cds3778	8	47	44	49	2	11
cds3779	19	73	58	82	8	22
cds378	72	162	160	137	26	142
cds3780	17	15	34	81	10	30
cds3781	7	8	24	30	8	2
cds3782	14	14	28	64	3	6
cds3783	9	21	16	22	7	12
cds3784	38	99	100	72	6	47
cds3785	114	140	121	136	52	148
cds3786	26	55	67	89	13	25
cds3787	39	93	48	69	20	54
cds3788	86	219	349	354	41	157
cds3789	83	176	179	161	64	126
cds379	27	86	42	42	3	3
cds3790	12	97	125	125	38	38
cds3791	9	55	53	107	24	15
cds3792	10	25	44	35	8	30
cds3793	21	88	74	63	34	34
cds3794	108	181	205	180	39	139
cds3795	38	57	91	127	38	61
cds3796	4	80	108	99	7	8
cds3797	29	52	57	73	5	28
cds3798	3	28	26	31	6	7
cds3799	17	26	36	45	13	4
cds38	4	24	16	46	19	1
cds380	2	8	6	4	3	0
cds3800	464	461	527	573	304	437
cds3801	4	29	23	26	0	7
cds3802	11	5	0	8	3	6
cds3803	110	9	3	9	55	76
cds3804	33	0	0	0	15	21
cds3805	29	2	4	1	2	21
cds3806	48	42	35	46	23	74
cds3807	7	3	1	5	5	0
cds3808	77	539	535	674	62	81
cds3809	9	18	25	27	0	1
cds381	0	12	7	29	0	16
cds3810	7	43	66	65	4	15
cds3811	5	35	37	38	10	2
cds3812	12	53	57	114	7	30
cds3813	21	100	102	78	15	41
cds3814	28	88	104	128	5	12
cds3815	52	84	99	107	12	61
cds3816	32	102	143	241	67	117
cds3817	19	44	23	40	2	15
cds3818	20	11	11	6	6	0
cds3819	24	5	20	27	9	63
cds382	2	36	38	55	7	23
cds3820	146	0	0	0	351	297
cds3821	115	253	274	430	97	137
cds3822	54	15	14	5	183	248
cds3823	67	89	137	198	20	92
cds3824	108	178	236	267	60	164
cds3825	41	0	6	3	31	60
cds3826	1268	10872	12985	17850	647	1527
cds3827	31	432	492	610	36	14
cds3828	5	286	294	445	3	11
cds3829	32	357	489	752	29	51
cds383	0	24	10	16	2	21
cds3830	39	349	420	750	17	6
cds3831	5	101	125	191	19	21
cds3832	18	317	272	396	4	30
cds3833	14	158	211	187	16	13
cds3834	6	19	19	50	3	1
cds3835	2	12	13	10	2	12
cds3836	17	12	51	73	10	36
cds3837	18	8	18	17	9	4
cds3838	6	0	0	1	3	2
cds3839	14	243	239	406	17	82
cds384	8	40	14	35	0	14
cds3840	2	194	147	188	16	24
cds3841	41	137	164	278	32	44
cds3842	67	74	100	133	87	126
cds3843	65	83	77	101	73	99
cds3844	43	7	2	6	36	31
cds3845	6	7	4	7	7	4
cds3846	70	51	21	83	64	80
cds3847	3	0	5	54	11	0
cds3848	0	3	11	45	0	0
cds3849	35	13	145	190	24	31
cds385	104	172	190	219	50	152
cds3850	4	0	3	5	0	11
cds3851	1	9	0	0	0	21
cds3852	30	18	31	43	26	15
cds3853	8	36	21	22	3	30
cds3854	5	3	2	18	1	4
cds3855	676	90	213	180	368	658
cds3856	892	208	315	298	474	739
cds3857	97	21	30	43	52	111
cds3858	41	16	21	24	58	91
cds3859	31	19	43	10	15	31
cds386	34	37	44	38	1	23
cds3860	191	21	49	45	94	201
cds3861	11	102	102	117	0	14
cds3862	1	13	29	21	0	2
cds3863	5	61	65	74	0	10
cds3864	12	315	277	309	7	73
cds3865	7	121	127	146	0	20
cds3866	55	802	705	598	6	52
cds3867	27	570	459	495	20	62
cds3868	13	167	72	212	8	17
cds3869	4	36	33	95	0	8
cds387	3	15	30	26	2	3
cds3870	3	81	63	129	0	15
cds3871	0	46	36	64	11	7
cds3872	11	229	198	274	15	44
cds3873	13	177	171	187	31	31
cds3874	89	1241	1106	1233	59	100
cds3875	155	559	570	656	134	235
cds3876	95	502	560	574	56	94
cds3877	20	99	118	142	9	20
cds3878	112	13	14	42	51	66
cds3879	6	14	23	56	26	33
cds388	0	0	2	6	3	0
cds3880	14	19	20	12	44	45
cds3881	26	64	64	88	33	29
cds3882	29	209	242	272	56	59
cds3883	112	154	130	121	96	164
cds3884	269	151	176	177	276	360
cds3885	141	45	25	71	96	165
cds3886	180	33	40	52	120	192
cds3887	84	25	35	51	113	133
cds3888	601	229	252	303	458	708
cds3889	180	177	168	118	163	246
cds389	5	0	0	9	0	0
cds3890	179	109	98	158	286	277
cds3891	292	167	148	268	174	322
cds3892	189	95	125	168	181	244
cds3893	279	225	249	296	339	380
cds3894	488	380	481	581	492	654
cds3895	65	327	364	391	62	88
cds3896	100	872	998	1318	106	176
cds3897	5	30	25	55	0	21
cds3898	4	33	38	72	14	4
cds3899	19	57	115	72	0	57
cds39	6	42	14	58	21	3
cds390	1	1	6	2	0	0
cds3900	2	31	9	42	7	9
cds3901	31	9	10	8	29	13
cds3902	12	4	15	27	55	15
cds3903	173	7	5	9	202	285
cds3904	125	58	24	38	232	291
cds3905	14	39	27	52	12	19
cds3906	40	83	115	116	8	18
cds3907	12	146	162	133	18	31
cds3908	2	51	51	71	4	27
cds3909	31	242	176	264	17	51
cds391	0	5	7	8	2	9
cds3910	22	70	59	135	20	33
cds3911	17	78	100	112	0	12
cds3912	58	278	340	344	24	41
cds3913	7	47	67	70	1	0
cds3914	10	0	1	3	26	16
cds3915	2	1	5	6	7	6
cds3916	15	4	5	20	19	14
cds3917	2	2	5	3	11	1
cds3918	10	0	9	15	3	20
cds3919	107	19	33	33	111	96
cds392	0	0	4	0	0	2
cds3920	20	3	20	4	11	29
cds3921	8	8	4	3	24	0
cds3922	16	66	83	165	20	41
cds3923	122	34	21	20	94	216
cds3924	94	0	11	10	90	125
cds3925	27	0	7	9	17	19
cds3926	66	15	0	8	49	78
cds3927	259	11	19	5	222	252
cds3928	44	31	47	50	23	41
cds3929	458	549	709	635	765	690
cds393	0	0	0	1	0	0
cds3930	29	52	53	44	4	30
cds3931	2	4	8	7	14	2
cds3932	14	0	5	6	4	21
cds3933	486	131	133	239	453	884
cds3934	25	28	21	27	17	45
cds3935	55	96	81	129	45	88
cds3936	144	671	675	972	184	247
