	L130_vitro_1	L130_vitro_2	L130_col_1	L130_col_2	L130_vitro_3	L130_col_3
cds3177	18	5	495	293	5	115
cds3178	0	0	25	0	0	5
cds3179	7	10	19	0	5	8
cds318	77	67	83	74	98	99
cds3180	859	316	948	2005	514	3609
cds3181	584	244	288	464	329	280
cds3182	305	110	249	424	239	385
cds3183	0	2	5	0	0	0
cds3184	4	1	6	12	7	0
cds3185	0	0	11	0	0	0
cds3186	60	58	87	41	56	47
cds3187	242	84	170	93	93	153
cds3188	23	21	56	6	21	78
cds3189	56	43	95	13	67	71
cds319	30	33	98	21	14	44
cds3190	0	0	5	0	0	0
cds3191	6	0	30	0	0	2
cds3192	1	2	36	10	3	3
cds3193	161	58	100	129	92	264
cds3194	0	0	1	11	0	0
cds3195	19	15	59	8	27	18
cds3196	61	23	55	68	12	46
cds3197	15	0	26	20	3	1
cds3198	4	1	11	28	3	9
cds3199	46	24	15	14	22	55
cds32	98	45	128	72	58	49
cds320	1411	958	592	435	639	467
cds3200	0	0	23	0	0	0
cds3201	4	2	1	20	1	5
cds3202	40	10	72	49	25	34
cds3203	24	7	44	16	6	18
cds3204	628	376	417	372	704	844
cds3205	360	286	482	536	441	667
cds3206	268	161	843	760	201	922
cds3207	180	124	114	43	140	68
cds3208	161	177	231	99	152	233
cds3209	15	23	57	24	12	12
cds321	1648	2526	9150	6298	3121	12532
cds3210	82	47	42	49	43	50
cds3211	111	106	469	400	127	357
cds3212	1726	1943	1633	1543	2579	1739
cds3213	59	22	59	34	45	95
cds3214	268	282	139	83	382	201
cds3215	311	190	137	153	327	257
cds3216	7427	5915	932	826	5433	1625
cds3217	0	0	0	0	0	0
cds3218	222	270	104	104	195	170
cds3219	210	210	148	162	162	364
cds322	5	3	12	46	2	6
cds3220	176	150	297	288	222	562
cds3221	510	179	239	72	222	184
cds3222	449	363	184	237	805	98
cds3223	409	320	71	42	739	123
cds3224	1895	1671	177	177	3176	279
cds3225	281	286	58	36	527	116
cds3226	1142	1001	195	217	1498	183
cds3227	1536	902	190	97	3456	196
cds3228	3151	1630	77	132	4386	101
cds3229	3193	1483	338	308	2899	306
cds323	9	9	51	19	0	6
cds3230	760	380	94	114	538	229
cds3231	94	37	0	5	108	5
cds3232	680	336	92	142	1314	101
cds3233	3140	1487	216	309	3227	367
cds3234	464	274	336	289	612	521
cds3235	36	49	33	30	78	27
cds3236	78	70	56	42	88	149
cds3237	135	124	175	144	151	270
cds3238	101	69	156	93	107	145
cds3239	17	12	92	62	11	140
cds324	31	17	16	15	15	57
cds3240	22	44	633	557	86	1062
cds3241	1833	3225	6641	5342	2485	5783
cds3242	28	17	20	19	47	43
cds3243	11	7	37	45	17	32
cds3244	95	58	117	83	45	134
cds3245	66	15	108	65	41	83
cds3246	31	21	135	153	21	156
cds3247	7	5	10	31	20	6
cds3248	20	35	232	276	53	130
cds3249	3	2	13	33	0	31
cds325	0	0	53	40	3	72
cds3250	534	536	265	173	816	267
cds3251	36	57	133	67	56	310
cds3252	64	94	105	62	103	134
cds3253	27	23	37	24	31	10
cds3254	126	156	296	235	230	361
cds3255	61	47	103	89	55	95
cds3256	66	50	64	99	73	65
cds3257	74	30	142	91	36	153
cds3258	152	25	693	599	82	501
cds3259	34	8	158	161	12	118
cds326	6	0	68	49	2	58
cds3260	16	10	147	62	3	134
cds3261	7	0	89	116	2	59
cds3262	20	0	37	33	14	27
cds3263	111	69	105	94	92	138
cds3264	166	153	84	39	386	85
cds3265	8	3	9	22	4	25
cds3266	147	52	200	246	117	141
cds3267	68	22	56	26	21	15
cds3268	5	6	8	13	4	12
cds3269	624	368	334	306	381	425
cds327	15684	14773	32387	27043	11584	27085
cds3270	631	437	286	247	368	289
cds3271	203	180	205	92	187	143
cds3272	57	131	63	57	142	95
cds3273	1	2	29	54	6	91
cds3274	4	6	1061	612	6	1573
cds3275	5	4	2735	1163	3	2897
cds3276	70	78	70	42	59	51
cds3277	60	49	27	0	111	0
cds3278	122	120	26	54	104	23
cds3279	33	25	9	9	38	0
cds328	553	294	359	264	383	533
cds3280	2	18	22	13	27	3
cds3281	240	266	135	123	319	275
cds3282	55	12	87	30	41	29
cds3283	5	6	28	83	17	64
cds3284	687	635	889	653	659	1306
cds3285	41	17	76	55	40	70
cds3286	596	260	248	272	692	422
cds3287	217	201	54	69	314	203
cds3288	811	669	149	198	1138	147
cds3289	129	164	19	18	213	12
cds329	119	78	97	85	90	96
cds3290	26	3	20	24	68	35
cds3291	1898	3842	4916	7923	3042	2162
cds3292	79	70	70	52	56	66
cds3293	51	50	32	14	33	56
cds3294	93	56	145	163	62	268
cds3295	99	64	308	200	63	297
cds3296	0	0	8	0	0	0
cds3297	110	140	259	126	233	414
cds3298	23	28	21	10	47	18
cds3299	1239	1186	185	154	2407	590
cds33	53	54	45	61	53	50
cds330	17	2	53	3	1	2
cds3300	540	408	369	313	1510	530
cds3301	169	87	124	148	170	187
cds3302	36	26	132	103	26	141
cds3303	177	107	454	213	110	334
cds3304	87	95	120	47	90	168
cds3305	176	94	160	90	110	221
cds3306	2361	1751	2121	1633	1819	2992
cds3307	85	71	81	14	153	77
cds3308	5	3	14	5	1	16
cds3309	53	54	63	55	87	20
cds331	83	11	137	24	16	47
cds3310	21	9	23	4	23	35
cds3311	90	59	58	63	68	144
cds3312	23	34	16	25	25	13
cds3313	14	12	66	14	15	22
cds3314	2328	1216	2191	1389	1183	2235
cds3315	71	61	77	22	43	120
cds3316	112	104	11	2	182	17
cds3317	2876	2452	412	325	3960	433
cds3318	1160	658	1031	686	548	1058
cds3319	4490	4284	203	318	6887	308
cds332	26	20	40	55	7	74
cds3320	6891	6700	356	406	10841	667
cds3321	21379	19572	559	611	41980	1333
cds3322	23	14	37	18	26	10
cds3323	2	1	0	4	1	0
cds3324	71	175	105	88	91	34
cds3325	15	11	16	13	10	2
cds3326	234	156	141	101	152	349
cds3327	40	21	66	18	21	11
cds3328	2	0	27	0	21	22
cds3329	13	8	62	15	17	80
cds333	7	0	25	16	0	4
cds3330	39	14	24	10	36	24
cds3331	101	115	62	73	54	101
cds3332	58	17	61	45	30	82
cds3333	28	7	33	26	18	10
cds3334	982	1129	901	942	1503	1234
cds3335	43	44	135	89	13	170
cds3336	108	73	14	45	203	27
cds3337	3416	2275	252	241	5975	556
cds3338	1487	1153	83	135	2570	247
cds3339	9824	7697	767	517	11651	979
cds334	7	2	29	8	1	0
cds3340	5364	4164	217	299	5958	226
cds3341	4244	2908	63	84	5318	137
cds3342	8585	7583	2090	2940	11597	1527
cds3343	12184	11710	2007	1836	16972	825
cds3344	140	54	71	104	443	50
cds3345	77	35	72	42	51	80
cds3346	224	111	211	183	248	330
cds3347	235	135	97	53	180	91
cds3348	11	8	34	0	26	13
cds3349	70	10	54	15	27	21
cds335	5	1	8	14	3	21
cds3350	460	287	324	186	316	323
cds3351	504	385	126	103	711	140
cds3352	924	903	320	315	1262	401
cds3353	627	606	572	365	612	946
cds3354	32	36	143	176	25	293
cds3355	8	0	32	0	8	1
cds3356	151	102	181	170	100	183
cds3357	1	8	20	7	7	11
cds3358	11	9	0	3	15	20
cds3359	28	7	12	0	6	0
cds336	50	17	77	55	9	12
cds3360	207	166	51	39	447	80
cds3361	189	49	127	95	97	121
cds3362	3	0	17	18	3	7
cds3363	69	74	37	18	63	26
cds3364	2	14	82	45	2	62
cds3365	2	6	9	0	8	10
cds3366	75	49	130	78	51	68
cds3367	67	45	72	31	32	126
cds3368	102	69	202	100	78	57
cds3369	7	41	16	10	52	36
cds337	35	17	152	40	17	129
cds3370	80	1571	111	75	2053	237
cds3371	2	421	49	35	1117	52
cds3372	129	7821	206	80	14713	858
cds3373	181	12627	207	82	18911	667
cds3374	3	233	8	0	289	14
cds3375	19	1183	100	15	2252	65
cds3376	165	2947	135	96	3532	541
cds3377	25	3	39	23	12	7
cds3378	9	107	41	9	114	40
cds3379	41	399	19	45	380	125
cds338	18	13	55	63	21	32
cds3380	21	2	100	26	7	4
cds3381	145	57	59	82	45	26
cds3382	80	18	58	61	23	21
cds3383	207	29	203	107	41	88
cds3384	107	9	106	76	21	66
cds3385	147	10	104	69	22	82
cds3386	212	48	155	88	55	184
cds3387	10	10	23	29	3	42
cds3388	59	25	75	45	62	45
cds3389	116	107	253	69	156	227
cds339	48	13	154	87	37	65
cds3390	77	76	47	34	67	20
cds3391	239	189	90	40	126	107
cds3392	3218	1470	664	530	1154	838
cds3393	62	36	65	33	16	81
cds3394	12	10	42	4	7	14
cds3395	60	13	105	69	22	8
cds3396	60	59	80	45	41	72
cds3397	28	3	46	38	8	21
cds3398	17	16	38	33	12	39
cds3399	95	34	68	44	45	159
cds34	13	1	67	12	8	86
cds340	15	5	25	11	8	8
cds3400	9	0	14	0	9	0
cds3401	108	123	120	66	171	323
cds3402	2	4	21	0	0	0
cds3403	11	2	21	36	2	27
cds3404	0	0	1	0	0	0
cds3405	5	11	0	0	3	0
cds3406	0	0	0	0	0	0
cds3407	11	4	9	5	7	0
cds3408	303	273	167	115	351	197
cds3409	14	1	39	22	2	10
cds341	6	1	5	0	2	10
cds3410	2	0	26	0	4	26
cds3411	3	0	10	12	0	0
cds3412	2	2	9	0	0	0
cds3413	2	4	23	14	2	4
cds3414	84	13	109	21	34	24
cds3415	7	4	4	4	7	20
cds3416	376	605	2394	2275	290	738
cds3417	735	747	5495	5347	467	1661
cds3418	304	318	808	730	230	128
cds3419	7	6	178	234	11	84
cds342	0	0	215	64	0	141
cds3420	3070	2506	944	991	1951	1012
cds3421	46	26	119	67	47	244
cds3422	19	3	84	14	15	57
cds3423	10	5	33	25	7	25
cds3424	30	9	59	37	11	107
cds3425	56	62	30	31	105	17
cds3426	94	97	96	75	113	114
cds3427	111	169	140	119	174	166
cds3428	108	105	142	120	131	226
cds3429	130	128	56	36	148	29
cds343	0	0	38	54	0	58
cds3430	3078	3584	506	499	3149	467
cds3431	1149	995	175	160	1322	272
cds3432	19	26	19	30	39	4
cds3433	77	77	51	48	181	4
cds3434	358	300	23	39	277	43
cds3435	445	481	71	14	655	69
cds3436	2716	3199	275	208	3153	323
cds3437	2662	3279	94	58	3331	126
cds3438	4502	5358	537	457	5499	739
cds3439	473	481	72	24	554	20
cds344	7	5	67	23	4	67
cds3440	81	89	16	30	120	34
cds3441	25	25	24	10	33	0
cds3442	18	17	10	5	14	0
cds3443	44	56	15	0	67	4
cds3444	750	949	233	218	1383	535
cds3445	4459	2997	3256	2410	2318	3624
cds3446	216	132	157	70	138	150
cds3447	1438	1218	356	327	1287	304
cds3448	1316	907	385	213	1016	556
cds3449	123	123	97	113	200	105
cds345	0	0	16	0	5	12
cds3450	41	39	48	46	67	69
cds3451	4	3	6	24	9	5
cds3452	292	135	369	251	155	271
cds3453	11	11	65	22	10	20
cds3454	790	680	656	568	714	558
cds3455	4	0	56	38	5	57
cds3456	21	5	131	139	14	101
cds3457	107	63	145	201	57	294
cds3458	312	179	234	129	225	230
cds3459	187	132	102	96	142	185
cds346	7	0	2	10	3	31
cds3460	276	117	66	58	121	110
cds3461	382	249	387	265	204	382
cds3462	486	381	680	591	331	1316
cds3463	23	2	28	23	11	48
cds3464	5	5	18	119	2	316
cds3465	68	41	131	32	70	64
cds3466	12	5	3786	2833	2	2165
cds3467	0	0	2161	2720	1	1409
cds3468	4	3	2098	1978	5	572
cds3469	2	9	1276	898	1	287
cds347	136	71	302	149	53	293
cds3470	0	10	190	221	4	178
cds3471	282	192	446	180	180	447
cds3472	13	10	25	24	6	24
cds3473	11	3	30	32	4	0
cds3474	125	53	102	114	88	102
cds3475	2369	2253	421	368	2849	560
cds3476	22	8	28	25	22	11
cds3477	6	16	12	7	0	0
cds3478	935	975	6715	4756	324	6655
cds3479	4	10	12	19	11	59
cds348	4	0	19	0	6	22
cds3480	12	6	14	8	8	5
cds3481	355	224	221	110	243	81
cds3482	21	19	24	6	15	87
cds3483	0	0	11	0	0	0
cds3484	1	0	14	13	6	15
cds3485	0	0	3	0	0	5
cds3486	12	5	10	8	6	16
cds3487	0	3	22	25	4	10
cds3488	137	252	430	339	386	471
cds3489	32	23	130	71	15	124
cds349	13	7	34	3	21	16
cds3490	50	36	22	41	77	34
cds3491	53	20	14	0	21	16
cds3492	66	22	72	61	38	50
cds3493	57	55	72	86	49	184
cds3494	129	59	102	56	63	47
cds3495	63	25	54	40	44	133
cds3496	466	387	352	307	329	455
cds3497	7	8	11	12	11	1
cds3498	20	10	69	45	22	1
cds3499	49	18	101	70	29	39
cds35	48	47	29	1	53	22
cds350	0	9	9	39	7	55
cds3500	471	449	341	224	467	208
cds3501	574	389	232	287	477	274
cds3502	0	0	6	0	1	0
cds3503	130	116	110	24	88	114
cds3504	1137	938	472	518	1331	782
cds3505	8342	4624	1602	1844	3964	1530
cds3506	0	0	13	2	1	0
cds3507	12	6	1030	1883	3	313
cds3508	17	3	27	0	23	19
cds3509	92	55	69	19	51	69
cds351	3	0	22	15	3	0
cds3510	46	18	20	18	41	105
cds3511	1059	892	2284	3251	878	2002
cds3512	89	28	560	1052	45	306
cds3513	55	31	52	40	14	52
cds3514	131	62	97	96	70	104
cds3515	39	56	55	10	40	84
cds3516	29	16	15	37	77	42
cds3517	24	6	11	0	29	36
cds3518	67	49	65	44	30	69
cds3519	8	11	15	0	20	6
cds352	0	7	21	5	7	1
cds3520	932	822	579	502	1028	636
cds3521	138	123	189	159	178	245
cds3522	70	103	55	47	72	27
cds3523	586	612	163	88	604	184
cds3524	142	111	89	63	136	41
cds3525	6	8	49	16	4	25
cds3526	159	51	46	21	73	90
cds3527	1871	1160	1654	1314	979	2604
cds3528	643	448	944	996	461	1046
cds3529	996	786	146	126	1069	238
cds353	73	37	13	0	40	16
cds3530	1342	902	300	260	876	299
cds3531	518	339	629	640	429	876
cds3532	148	45	97	78	51	81
cds3533	23	8	24	21	8	9
cds3534	314	134	85	115	190	109
cds3535	1	0	8	10	0	10
cds3536	75	71	80	21	124	34
cds3537	24	22	60	28	52	7
cds3538	300	194	358	281	208	681
cds3539	1205	791	1403	1431	1005	1274
cds354	3	6	31	10	1	31
cds3540	312	103	114	107	75	133
cds3541	348	155	170	132	138	376
cds3542	7659	685	469	338	1032	402
cds3543	222	154	483	282	141	563
cds3544	22	15	8	0	17	7
cds3545	14	5	53	60	15	6
cds3546	390	159	939	933	241	923
cds3547	42	49	43	11	52	52
cds3548	0	0	0	0	0	0
cds3549	1077	1206	644	570	1548	815
cds355	46	14	35	19	12	31
cds3550	14	5	17	40	6	15
cds3551	43	10	147	112	20	288
cds3552	123	100	48	85	123	126
cds3553	44	14	50	41	30	37
cds3554	172	103	201	157	99	297
cds3555	132	125	66	82	109	88
cds3556	164	133	37	44	76	39
cds3557	394	368	990	819	417	1996
cds3558	198	92	190	135	163	82
cds3559	61	50	52	45	47	36
cds356	9	4	17	4	4	1
cds3560	710	699	291	188	614	315
cds3561	1121	993	907	579	624	1033
cds3562	152	75	27	19	56	100
cds3563	291	146	157	141	161	213
cds3564	149	142	112	80	218	83
cds3565	169	95	201	94	96	347
cds3566	11	16	86	27	13	54
cds3567	11	4	33	9	30	6
cds3568	79	13	100	45	8	201
cds3569	1026	277	1973	1671	361	2486
cds357	55	22	104	38	25	171
cds3570	2	0	56	18	0	2
cds3571	511	653	321	148	825	269
cds3572	327	135	94	54	123	127
cds3573	0	9	42	20	1	15
cds3574	1137	872	331	338	1160	394
cds3575	195	99	185	96	143	133
cds3576	773	335	248	190	650	126
cds3577	889	454	2120	1837	606	2113
cds3578	318	320	120	138	481	70
cds3579	1154	949	219	132	1182	451
cds358	54	46	97	26	14	89
cds3580	602	469	92	56	488	74
cds3581	4002	4042	1290	1446	3046	2061
cds3582	80	107	101	30	173	23
cds3583	15	4	1	10	4	7
cds3584	19	2	147	211	11	50
cds3585	31	33	213	178	32	108
cds3586	1	5	24	49	9	34
cds3587	57	39	17	8	69	52
cds3588	168	143	222	169	151	134
cds3589	58	47	31	16	63	21
cds359	0	0	84	10	0	56
cds3590	45	14	12	12	32	31
cds3591	7	8	104	68	4	131
cds3592	16	5	29	0	9	13
cds3593	105	68	71	48	60	65
cds3594	443	473	286	194	602	238
cds3595	41	31	167	146	57	132
cds3596	407	258	66	31	383	49
cds3597	233	150	92	54	212	89
cds3598	91	81	88	62	173	57
cds3599	141	141	287	152	116	112
cds36	37	14	229	113	22	217
cds360	0	0	4	0	0	3
cds3600	10	18	26	25	50	15
cds3601	36	27	73	38	60	35
cds3602	6	7	27	26	3	10
cds3603	2542	977	407	462	1235	1100
cds3604	623	160	127	133	227	308
cds3605	271	121	419	206	93	396
cds3606	159	67	121	59	36	190
cds3607	7	43	223	240	104	144
cds3608	13	8	191	434	11	431
cds3609	331	203	492	542	204	500
cds361	3	0	0	0	0	0
cds3610	88	94	111	59	111	121
cds3611	1	3	0	7	0	0
cds3612	594	630	276	173	523	313
cds3613	92	89	147	68	134	57
cds3614	735	641	329	249	753	360
cds3615	38	58	52	51	33	39
cds3616	94	36	13	29	42	8
cds3617	108	22	15	0	42	14
cds3618	136	46	24	10	41	2
cds3619	74	34	19	16	29	23
cds362	0	0	21	0	0	13
cds3620	35	5	29	12	19	28
cds3621	131	73	217	180	61	233
cds3622	84	51	29	23	72	38
cds3623	242	219	401	370	218	471
cds3624	44	12	11	8	30	21
cds3625	658	438	104	97	807	199
cds3626	5058	3248	2822	2246	3701	1932
cds3627	6155	3717	2045	1704	6335	2980
cds3628	5275	3990	398	259	6455	333
cds3629	406	242	18	3	370	53
cds363	0	0	22	0	1	3
cds3630	1821	1165	319	198	1709	423
cds3631	203	150	63	40	272	38
cds3632	613	400	70	23	829	20
cds3633	2131	1738	259	85	2499	241
cds3634	1230	753	38	43	1361	10
cds3635	280	202	23	8	344	9
cds3636	614	509	61	12	1010	15
cds3637	5271	4643	394	326	6369	785
cds3638	5068	4353	113	125	4784	64
cds3639	3174	2683	154	43	4132	191
cds364	9	3	60	26	6	68
cds3640	1997	1764	71	22	3761	60
cds3641	436	335	10	13	726	27
cds3642	234	256	30	19	393	0
cds3643	129	179	0	0	352	20
cds3644	129	116	12	12	129	51
cds3645	305	251	50	25	303	9
cds3646	311	215	158	106	218	101
cds3647	56	61	62	40	51	14
cds3648	15	14	15	21	13	0
cds3649	22	23	5	0	14	15
cds365	0	0	88	60	1	133
cds3650	0	0	36	17	1	30
cds3651	154	95	105	43	148	61
cds3652	0	0	11	0	0	0
cds3653	0	0	1	12	0	0
cds3654	3	7	64	0	8	21
cds3655	0	5	15	0	0	0
cds3656	0	0	38	0	0	32
cds3657	2	0	41	0	2	0
cds3658	0	1	48	0	4	8
cds3659	3	0	3	0	6	0
cds366	12	3	142	60	10	106
cds3660	4	3	0	0	4	3
cds3661	8	8	6	0	15	3
cds367	17	8	225	116	8	231
cds368	20	17	187	163	10	374
cds369	0	10	16	1	0	20
cds37	175	89	196	142	148	295
cds370	0	1	14	16	4	15
cds371	170	387	224	175	182	559
cds372	5	0	24	0	1	0
cds373	4	0	22	0	1	3
cds374	5	0	31	9	0	0
cds375	5	0	34	24	5	53
cds376	0	2	59	36	0	79
cds377	2	0	54	15	2	11
cds378	18	1	46	11	6	8
cds379	8	2	2	11	5	11
cds38	972	725	537	544	1063	829
cds380	39	17	56	33	18	38
cds381	563	404	91	96	519	113
cds382	270	115	139	103	113	220
cds383	100	84	40	37	193	54
cds384	284	151	254	83	136	351
cds385	39	22	10	5	39	11
cds386	85	49	65	13	48	49
cds387	299	217	97	157	222	127
cds388	223	169	194	207	308	562
cds389	1327	686	372	166	764	259
cds39	15	0	21	0	2	0
cds390	1459	955	187	162	974	164
cds391	244	172	118	95	147	94
cds392	20	12	19	45	12	29
cds393	18	12	46	12	13	22
cds394	652	502	1694	1694	783	1406
cds395	169	128	126	76	121	210
cds396	33	24	95	137	12	152
cds397	29	16	28	64	16	59
cds398	14	13	0	12	7	5
cds399	219	180	204	126	287	217
cds4	36	25	52	52	59	121
cds40	140	68	114	53	106	64
cds400	0	10	55	10	1	6
cds401	0	0	82	89	2	11
cds402	0	0	35	11	4	6
cds403	11	10	69	58	3	17
cds404	0	2	63	24	0	1
cds405	1	0	3	0	0	11
cds406	11	0	3	0	0	11
cds407	0	0	0	0	0	0
cds408	0	4	43	11	0	6
cds409	24	8	48	34	28	41
cds41	63	25	106	21	36	10
cds410	47	24	26	6	21	23
cds411	0	0	2	0	0	0
cds412	587	425	1151	580	557	754
cds413	70	89	77	61	99	33
cds414	29	12	8	12	24	16
cds415	26	7	31	35	11	6
cds416	59	20	47	5	42	16
cds417	31	1	7	29	31	1
cds418	8	4	13	0	7	7
cds419	60	57	4	10	54	9
cds42	617	144	901	569	131	450
cds420	18	30	58	17	24	25
cds421	3	11	42	14	24	26
cds422	27	13	108	6	12	29
cds423	21	11	32	87	12	62
cds424	3	0	23	13	0	13
cds425	146	44	108	68	43	141
cds426	32	27	19	84	21	35
cds427	2	2	131	19	0	11
cds428	6	4	58	47	14	40
cds429	20	8	14	14	28	9
cds43	31	13	34	5	29	0
cds430	36	37	21	3	19	5
cds431	3	18	71	36	26	0
cds432	29	28	64	78	19	147
cds433	23	4	17	0	5	32
cds434	4	0	8	0	1	0
cds435	310	56	167	126	64	79
cds436	649	95	360	221	137	205
cds437	427	269	179	127	174	152
cds438	20	9	27	0	10	90
cds439	13	5	37	48	12	24
cds44	136	55	24	8	98	26
cds440	1	0	40	14	0	39
cds441	0	0	11	0	0	25
cds442	301	196	86	84	182	125
cds443	282	137	88	84	192	155
cds444	3678	885	100	124	1070	136
cds445	2120	612	52	53	619	102
cds446	2811	847	110	42	783	40
cds447	1296	469	111	62	437	53
cds448	1086	758	110	49	534	42
cds449	31	16	93	63	14	41
cds45	14	14	10	24	25	56
cds450	39	10	27	9	17	30
cds451	19	7	10	0	28	8
cds452	194	111	99	64	103	86
cds453	195	55	117	136	50	199
cds454	17	4	1	2	1	5
cds455	4	7	19	21	4	24
cds456	0	0	7	4	0	0
cds457	1	11	54	43	11	56
cds458	7	15	15	18	25	50
cds459	18	1	37	35	16	52
cds46	66	18	20	28	36	31
cds460	93	43	50	55	34	31
cds461	0	0	1833	4310	0	321
cds462	1	0	84	191	0	17
cds463	6	2	881	1708	1	89
cds464	35	16	101	80	32	78
cds465	7	12	44	23	1	37
cds466	0	0	4	6	2	2
cds467	0	0	339	635	0	217
cds468	2	0	234	418	0	43
cds469	2	5	114	209	1	18
cds47	1	2	20	0	3	0
cds470	2	0	65	250	0	7
cds471	9	2	208	526	1	96
cds472	1	3	7	6	8	8
cds473	0	0	40	1	0	0
cds474	3	0	21	7	8	1
cds475	163	178	190	48	185	72
cds476	42	20	32	10	16	44
cds477	36	24	54	7	36	22
cds478	35	21	44	19	23	25
cds479	0	2	38	21	0	4
cds48	24	20	7	0	19	1
cds480	0	0	0	0	2	11
cds481	66	109	79	30	98	46
cds482	13	9	23	12	4	13
cds483	44	53	44	41	50	52
cds484	3	3	11	9	10	10
cds485	2	0	8	0	0	0
cds486	4	0	27	0	1	0
cds487	418	293	103	22	346	56
cds488	112	107	15	15	124	10
cds489	274	314	56	24	272	28
cds49	149	124	80	97	75	108
cds490	19	12	2	10	18	17
cds491	4	0	13	5	5	0
cds492	20	3	36	25	7	2
cds493	9	2	10	5	3	25
cds494	11	4	21	0	4	0
cds495	85	76	180	46	97	41
cds496	0	1	8	6	2	15
cds497	1	13	7	13	8	10
cds498	1	0	5	19	6	0
cds499	58	43	44	42	71	24
cds5	73	31	53	46	38	33
cds50	5	4	8	0	4	0
cds500	11	1	32	0	2	7
cds501	31	18	16	0	39	0
cds502	24	12	24	24	16	19
cds503	20	14	50	16	11	17
cds504	5	1	29	21	0	7
cds505	11	11	77	48	3	32
cds506	5	1	18	16	2	0
cds507	7	0	22	0	2	0
cds508	8	0	70	11	2	0
cds509	18	6	17	24	25	8
cds51	4	5	46	27	7	4
cds510	3	0	1	8	3	5
cds511	5	1	49	13	1	18
cds512	461	102	41	50	120	122
cds513	0	6	15	0	0	0
cds514	4	2	13	0	1	28
cds515	278	353	329	224	287	410
cds516	44	48	239	75	59	176
cds517	96	24	66	33	24	82
cds518	21184	6960	91	23	5204	290
cds519	9435	4085	74	55	4002	604
cds52	37	0	144	30	18	26
cds520	1775	654	4	17	719	42
cds521	2614	578	9	0	489	17
cds522	1442	279	14	0	219	32
cds523	828	206	37	4	259	11
cds524	452	53	40	23	94	3
cds525	998	233	33	7	253	12
cds526	2920	680	40	37	686	36
cds527	1558	415	81	12	322	42
cds528	1727	467	124	65	402	65
cds529	974	254	115	101	249	158
cds53	19	1	45	24	5	6
cds530	173	37	48	0	31	34
cds531	40	1	26	13	9	0
cds532	17	10	23	9	3	5
cds533	22	19	0	1	10	30
cds534	35	22	33	0	14	13
cds535	0	0	18	0	1	0
cds536	61	71	9	14	82	16
cds537	22	8	47	28	7	64
cds538	11	19	82	23	8	39
cds539	11	0	89	22	1	13
cds54	49	24	150	79	24	216
cds540	15	4	25	1	7	32
cds541	23	9	49	14	6	6
cds542	36	27	91	31	35	58
cds543	21	24	344	298	9	268
cds544	73	52	227	120	29	142
cds545	1125	873	208	198	1054	108
cds546	1911	1008	101	61	1264	106
cds547	605	249	9	18	439	56
cds548	1160	620	81	75	711	79
cds549	15	6	21	18	15	19
cds55	60	24	64	39	42	65
cds550	10	14	45	39	9	6
cds551	52	38	174	72	31	120
cds552	17	10	47	21	2	18
cds553	1	0	29	8	4	7
cds554	22	9	54	39	6	16
cds555	11	3	40	50	6	50
cds556	5	5	24	28	0	7
cds557	7	2	7	15	4	15
cds558	0	0	32	0	0	0
cds559	5	2	18	1	3	10
cds56	4	6	58	12	7	7
cds560	0	0	53	8	0	8
cds561	15	2	46	12	1	35
cds562	26	12	154	72	7	77
cds563	47	57	24	46	46	17
cds564	6986	1326	566	227	1863	1695
cds565	45	25	62	6	39	34
cds566	166	109	20	14	71	8
cds567	2668	1154	193	88	942	87
cds568	760	220	23	16	166	3
cds569	5762	2129	276	144	1477	284
cds57	10	6	48	13	3	0
cds570	1370	333	37	25	443	58
cds571	1376	336	61	9	509	31
cds572	1249	288	64	85	258	21
cds573	121	37	6	33	47	16
cds574	122	4	37	0	13	4
cds575	55	11	42	10	8	15
cds576	4	5	37	25	3	5
cds577	9	15	46	30	15	68
cds578	7	6	0	0	20	15
cds579	24	27	246	233	36	325
cds58	8	13	107	56	17	40
cds580	10	2	1769	1630	5	2413
cds581	58	83	72910	61456	77	90304
cds582	0	2	60	19	3	25
cds583	18	11	248	139	5	224
cds584	218	390	627	551	318	589
cds585	9	2	291	192	0	345
cds586	9	5	273	228	7	165
cds587	24	20	3075	2005	9	2217
cds588	313	394	1574	1376	269	2038
cds589	280	176	195	191	188	178
cds59	18	32	23	20	42	97
cds590	65	39	41	19	53	13
cds591	9	10	43	5	7	45
cds592	0	0	339	758	0	97
cds593	6	0	212	312	7	209
cds594	2	3	89	17	3	45
cds595	11	20	153	74	11	136
cds596	8	0	128	55	4	171
cds597	57	47	197	72	65	82
cds598	2	5	73	12	3	33
cds599	23	22	67	24	10	50
cds6	3	6	3	8	8	43
cds60	4	0	0	0	0	0
cds600	5	0	3	11	0	0
cds601	0	4	52	15	3	14
cds602	0	6	91	71	2	27
cds603	0	2	46	0	3	20
cds604	1	0	21	16	9	5
cds605	13	19	76	48	4	73
cds606	5	19	3	6	5	0
cds607	4	0	53	18	2	0
cds608	15	13	2159	2005	12	918
cds609	30	24	2659	2884	32	919
cds61	0	0	0	0	0	9
cds610	16	0	787	790	2	421
cds611	19	7	2760	3994	12	1032
cds612	132	68	866	437	59	394
cds613	1	5	22	33	6	58
cds614	0	0	6	13	3	0
cds615	162	177	456	676	158	311
cds616	337	195	800	455	178	368
cds617	11	9	38	22	3	32
cds618	0	0	12	0	0	0
